order_id,status,total_amount,currency,payment_method,shipping_method,notes
2192,Cancelled,244.95,GBP,paypal,overnight,
2193,Pending,818.99,GBP,bank_transfer,economy,
2194,Delivered,184.99,USD,apple_pay,overnight,
2195,Processing,1461.95,GBP,bank_transfer,economy,
2196,Cancelled,512.99,USD,debit_card,economy,
2197,Cancelled,1010.95,EUR,google_pay,express,
2198,Pending,149.99,EUR,apple_pay,overnight,
2199,Cancelled,1410.99,USD,google_pay,fedex,
2200,Shipped,796.95,USD,google_pay,ups,
2201,Returned,1274.95,USD,klarna,dhl,
2202,Pending,1108.95,GBP,apple_pay,pickup_point,
2203,Processing,1118.99,GBP,google_pay,dhl,
2204,Cancelled,555.99,GBP,klarna,ups,Fragile - handle with care
2205,Delivered,795.95,USD,google_pay,fedex,
2206,Cancelled,18.95,EUR,credit_card,standard,
2207,Processing,655.95,GBP,apple_pay,fedex,
2208,Cancelled,447.95,EUR,google_pay,fedex,
2209,Pending,707.95,GBP,klarna,fedex,Signature required
2210,Pending,194.95,USD,google_pay,overnight,
2211,Returned,666.95,GBP,google_pay,fedex,
2212,Shipped,488.95,USD,bank_transfer,standard,
2213,Delivered,1201.95,GBP,paypal,standard,
2214,Refunded,617.95,GBP,klarna,pickup_point,
2215,Returned,726.99,EUR,debit_card,express,
2216,Pending,291.95,EUR,klarna,economy,
2217,Returned,1156.95,GBP,credit_card,economy,
2218,Processing,822.99,USD,paypal,overnight,
2219,Shipped,850.95,USD,google_pay,standard,
2220,Refunded,27.99,EUR,klarna,economy,
2221,Refunded,1343.99,GBP,google_pay,ups,
2222,Cancelled,1201.95,EUR,google_pay,ups,
2223,Refunded,344.95,GBP,klarna,overnight,
2224,Shipped,1088.99,EUR,google_pay,overnight,
2225,Returned,362.95,GBP,bank_transfer,overnight,
2226,Cancelled,653.99,USD,bank_transfer,economy,
2227,Pending,1140.95,USD,paypal,express,
2228,Returned,621.99,USD,google_pay,pickup_point,
2229,Delivered,757.95,GBP,debit_card,fedex,
2230,Returned,610.99,USD,credit_card,ups,
2231,Returned,520.99,USD,bank_transfer,express,
2232,Pending,427.95,GBP,google_pay,overnight,
2233,Shipped,321.95,EUR,google_pay,dhl,
2234,Cancelled,151.95,GBP,paypal,standard,
2235,Processing,147.95,EUR,credit_card,economy,
2236,Processing,282.95,EUR,google_pay,overnight,
2237,Pending,1254.95,USD,paypal,standard,
2238,Returned,208.99,USD,google_pay,economy,
2239,Refunded,579.99,USD,klarna,pickup_point,
2240,Pending,1310.99,EUR,credit_card,overnight,
2241,Refunded,1278.99,EUR,paypal,overnight,
2242,Cancelled,1362.99,USD,apple_pay,ups,
2243,Processing,844.95,EUR,apple_pay,ups,
2244,Shipped,1402.95,GBP,apple_pay,dhl,
2245,Pending,1401.95,EUR,paypal,express,
2246,Returned,1089.95,EUR,bank_transfer,pickup_point,
2247,Cancelled,70.95,EUR,apple_pay,ups,
2248,Processing,296.99,EUR,klarna,express,
2249,Delivered,600.99,USD,google_pay,pickup_point,
2250,Refunded,549.99,USD,klarna,fedex,
2251,Pending,365.99,GBP,debit_card,ups,
2252,Cancelled,132.99,GBP,google_pay,fedex,
2253,Processing,1313.99,USD,apple_pay,ups,
2254,Cancelled,485.99,GBP,debit_card,standard,
2255,Delivered,15.95,EUR,debit_card,economy,
2256,Returned,1147.95,EUR,credit_card,express,
2257,Returned,797.99,GBP,google_pay,economy,Please leave at front door
2258,Delivered,293.95,GBP,debit_card,dhl,
2259,Returned,1424.99,GBP,bank_transfer,pickup_point,
2260,Cancelled,824.99,EUR,paypal,standard,
2261,Returned,1468.99,GBP,google_pay,express,
2262,Delivered,59.99,GBP,google_pay,economy,
2263,Refunded,521.95,USD,debit_card,economy,
2264,Delivered,935.99,USD,paypal,overnight,
2265,Shipped,838.95,EUR,debit_card,fedex,
2266,Shipped,1075.99,USD,klarna,dhl,
2267,Refunded,205.95,USD,klarna,ups,
2268,Cancelled,599.95,USD,klarna,express,
2269,Shipped,1429.99,EUR,paypal,economy,
2270,Processing,580.95,USD,apple_pay,ups,
2271,Processing,1146.99,EUR,paypal,dhl,
2272,Shipped,361.95,GBP,debit_card,fedex,
2273,Returned,1323.99,GBP,debit_card,economy,
2274,Processing,1166.99,USD,klarna,economy,
2275,Processing,1199.95,EUR,bank_transfer,ups,
2276,Returned,1141.95,EUR,credit_card,fedex,
2277,Delivered,1315.99,EUR,credit_card,dhl,
2278,Returned,715.95,GBP,debit_card,fedex,
2279,Pending,602.99,EUR,klarna,overnight,
2280,Delivered,1439.99,EUR,apple_pay,ups,
2281,Refunded,812.95,USD,apple_pay,economy,
2282,Refunded,823.99,GBP,paypal,ups,Gift wrapping requested
2283,Delivered,223.95,EUR,debit_card,dhl,
2284,Delivered,1292.99,EUR,google_pay,ups,
2285,Delivered,469.99,USD,credit_card,fedex,
2286,Pending,90.99,USD,google_pay,standard,
2287,Shipped,1090.99,USD,apple_pay,express,
2288,Refunded,748.99,EUR,klarna,standard,
2289,Delivered,1041.99,USD,debit_card,dhl,
2290,Shipped,836.95,USD,google_pay,ups,
2291,Delivered,1157.99,USD,klarna,economy,
2292,Returned,615.99,USD,apple_pay,express,
2293,Processing,456.99,GBP,credit_card,pickup_point,
2294,Returned,326.99,GBP,google_pay,dhl,
2295,Refunded,994.95,USD,klarna,economy,
2296,Processing,342.95,USD,credit_card,ups,
2297,Processing,366.95,GBP,credit_card,ups,
2298,Delivered,957.99,GBP,paypal,ups,Business address
2299,Pending,132.95,EUR,credit_card,overnight,
2300,Processing,940.95,GBP,klarna,dhl,Residential address
2301,Shipped,1206.99,EUR,debit_card,fedex,
2302,Cancelled,791.95,EUR,credit_card,economy,
2303,Processing,601.95,GBP,debit_card,ups,
2304,Returned,1004.95,GBP,google_pay,economy,
2305,Shipped,562.95,GBP,paypal,express,
2306,Delivered,1021.99,EUR,klarna,ups,
2307,Processing,942.99,GBP,debit_card,overnight,
2308,Pending,1114.95,EUR,debit_card,pickup_point,
2309,Shipped,658.99,EUR,bank_transfer,ups,
2310,Pending,954.95,GBP,google_pay,overnight,
2311,Refunded,971.99,USD,apple_pay,overnight,
2312,Delivered,948.95,USD,klarna,fedex,
2313,Shipped,384.95,USD,bank_transfer,dhl,
2314,Processing,1283.95,USD,klarna,standard,
2315,Refunded,1223.99,GBP,apple_pay,express,
2316,Shipped,258.95,EUR,klarna,dhl,
2317,Cancelled,1434.99,GBP,klarna,economy,Gift wrapping requested
2318,Refunded,140.95,EUR,bank_transfer,fedex,
2319,Returned,154.99,GBP,apple_pay,fedex,
2320,Pending,745.95,EUR,paypal,overnight,
2321,Pending,229.99,USD,debit_card,dhl,
2322,Returned,1363.99,EUR,klarna,standard,
2323,Delivered,691.95,GBP,credit_card,pickup_point,
2324,Shipped,1260.95,GBP,credit_card,fedex,
2325,Delivered,759.99,USD,apple_pay,fedex,
2326,Refunded,1106.99,USD,apple_pay,ups,
2327,Refunded,216.95,GBP,klarna,overnight,
2328,Returned,552.99,USD,klarna,fedex,
2329,Refunded,201.99,EUR,paypal,dhl,
2330,Refunded,1012.95,EUR,apple_pay,pickup_point,
2331,Returned,1278.95,GBP,apple_pay,overnight,Deliver to back entrance
2332,Cancelled,1041.95,GBP,paypal,ups,
2333,Processing,1104.99,EUR,credit_card,overnight,
2334,Refunded,1304.95,USD,debit_card,pickup_point,Gift wrapping requested
2335,Processing,1125.99,EUR,credit_card,fedex,
2336,Delivered,307.95,GBP,bank_transfer,overnight,
2337,Shipped,982.95,USD,klarna,dhl,
2338,Pending,1267.95,EUR,klarna,express,
2339,Processing,1030.99,EUR,google_pay,overnight,
2340,Delivered,854.95,GBP,paypal,fedex,
2341,Pending,222.95,GBP,google_pay,ups,
2342,Pending,1004.99,EUR,google_pay,ups,
2343,Cancelled,833.95,EUR,paypal,standard,
2344,Refunded,456.99,EUR,klarna,dhl,
2345,Returned,1116.99,EUR,klarna,economy,
2346,Processing,1402.95,EUR,google_pay,overnight,Fragile - handle with care
2347,Delivered,1404.99,EUR,klarna,fedex,
2348,Returned,646.95,EUR,bank_transfer,pickup_point,
2349,Cancelled,412.95,USD,debit_card,fedex,
2350,Cancelled,510.95,EUR,apple_pay,overnight,
2351,Refunded,139.95,GBP,klarna,overnight,
2352,Cancelled,1288.95,GBP,bank_transfer,ups,Fragile - handle with care
2353,Processing,816.95,USD,bank_transfer,economy,
2354,Cancelled,947.95,USD,google_pay,dhl,
2355,Returned,1482.95,USD,paypal,pickup_point,
2356,Processing,638.99,USD,google_pay,pickup_point,
2357,Pending,972.99,EUR,apple_pay,pickup_point,
2358,Processing,1128.99,GBP,klarna,fedex,
2359,Pending,735.95,USD,debit_card,fedex,
2360,Cancelled,893.99,USD,google_pay,standard,
2361,Processing,486.99,USD,klarna,express,
2362,Cancelled,1478.95,USD,klarna,standard,
2363,Returned,1267.99,USD,credit_card,standard,
2364,Delivered,753.95,GBP,credit_card,pickup_point,
2365,Pending,336.99,USD,debit_card,ups,
2366,Refunded,1228.95,EUR,credit_card,pickup_point,
2367,Refunded,1167.95,GBP,google_pay,pickup_point,
2368,Processing,939.95,EUR,klarna,economy,
2369,Processing,333.99,EUR,paypal,dhl,
2370,Pending,633.95,EUR,paypal,dhl,
2371,Refunded,452.99,USD,paypal,express,
2372,Returned,526.95,USD,klarna,ups,
2373,Pending,444.99,USD,apple_pay,pickup_point,
2374,Delivered,882.95,USD,klarna,express,
2375,Delivered,128.95,USD,apple_pay,fedex,
2376,Shipped,63.95,GBP,paypal,economy,
2377,Processing,681.95,EUR,debit_card,fedex,
2378,Pending,687.95,GBP,apple_pay,ups,
2379,Returned,1406.95,EUR,bank_transfer,standard,
2380,Delivered,748.99,USD,credit_card,dhl,
2381,Pending,789.95,EUR,debit_card,overnight,
2382,Cancelled,157.95,USD,bank_transfer,standard,
2383,Processing,849.99,USD,google_pay,dhl,
2384,Delivered,557.99,USD,apple_pay,standard,
2385,Delivered,360.99,GBP,paypal,standard,
2386,Returned,1279.95,EUR,apple_pay,express,
2387,Processing,1313.99,USD,google_pay,dhl,
2388,Processing,484.99,USD,bank_transfer,ups,
2389,Refunded,498.95,GBP,bank_transfer,fedex,
2390,Delivered,51.95,GBP,apple_pay,ups,
2391,Returned,255.99,GBP,paypal,overnight,
2392,Delivered,121.95,GBP,bank_transfer,standard,
2393,Shipped,754.99,USD,credit_card,ups,
2394,Returned,1272.99,USD,credit_card,overnight,
2395,Refunded,925.95,EUR,apple_pay,fedex,
2396,Delivered,993.99,GBP,bank_transfer,pickup_point,
2397,Cancelled,178.99,USD,credit_card,dhl,
2398,Delivered,328.95,EUR,debit_card,economy,
2399,Cancelled,907.99,GBP,klarna,overnight,
2400,Cancelled,163.99,GBP,bank_transfer,overnight,
2401,Cancelled,740.95,USD,bank_transfer,ups,
2402,Refunded,442.99,GBP,bank_transfer,standard,
2403,Refunded,1358.95,USD,credit_card,standard,
2404,Delivered,649.99,USD,bank_transfer,economy,
2405,Processing,1415.95,EUR,debit_card,fedex,
2406,Cancelled,651.99,USD,google_pay,fedex,
2407,Refunded,647.95,GBP,debit_card,ups,
2408,Processing,817.95,USD,google_pay,dhl,
2409,Shipped,984.95,USD,paypal,dhl,
2410,Processing,478.95,GBP,klarna,overnight,
2411,Processing,365.99,GBP,paypal,ups,
2412,Shipped,1148.99,GBP,credit_card,ups,
2413,Delivered,324.99,USD,apple_pay,standard,
2414,Pending,577.95,EUR,paypal,overnight,
2415,Cancelled,729.95,EUR,credit_card,fedex,
2416,Delivered,500.99,GBP,paypal,dhl,
2417,Refunded,448.95,GBP,bank_transfer,economy,
2418,Cancelled,412.95,USD,bank_transfer,express,
2419,Refunded,1286.99,GBP,apple_pay,fedex,
2420,Returned,471.95,EUR,debit_card,ups,
2421,Delivered,371.95,EUR,bank_transfer,ups,Do not leave in direct sunlight
2422,Returned,1081.99,GBP,credit_card,overnight,
2423,Shipped,848.95,USD,google_pay,overnight,
2424,Refunded,1386.99,USD,debit_card,pickup_point,
2425,Refunded,867.99,GBP,paypal,ups,
2426,Returned,546.95,GBP,bank_transfer,ups,
2427,Delivered,514.99,GBP,bank_transfer,overnight,
2428,Pending,1079.95,USD,google_pay,dhl,
2429,Refunded,381.99,EUR,debit_card,ups,
2430,Cancelled,649.95,USD,google_pay,dhl,
2431,Refunded,373.99,GBP,paypal,pickup_point,
2432,Shipped,469.99,GBP,google_pay,ups,
2433,Delivered,1192.95,EUR,credit_card,fedex,
2434,Pending,233.99,GBP,klarna,fedex,
2435,Processing,513.95,GBP,google_pay,overnight,
2436,Returned,110.99,USD,klarna,express,
2437,Shipped,1050.95,USD,google_pay,standard,
2438,Shipped,66.99,EUR,bank_transfer,standard,Leave with neighbor if not home
2439,Shipped,464.99,EUR,credit_card,economy,
2440,Shipped,923.95,EUR,google_pay,economy,Combine with other items if available
2441,Refunded,1120.95,USD,apple_pay,dhl,
2442,Shipped,989.95,GBP,debit_card,ups,
2443,Processing,421.95,GBP,klarna,economy,
2444,Shipped,825.95,USD,apple_pay,ups,
2445,Delivered,1098.99,EUR,google_pay,express,
2446,Processing,883.99,GBP,bank_transfer,overnight,
2447,Cancelled,1047.99,EUR,paypal,ups,
2448,Shipped,1450.95,GBP,apple_pay,economy,
2449,Returned,846.95,EUR,paypal,overnight,
2450,Cancelled,141.95,GBP,debit_card,pickup_point,
2451,Delivered,1162.95,USD,bank_transfer,overnight,
2452,Cancelled,1114.99,GBP,klarna,dhl,
2453,Shipped,1328.95,EUR,debit_card,dhl,
2454,Refunded,881.95,GBP,bank_transfer,dhl,
2455,Pending,329.99,EUR,debit_card,ups,
2456,Delivered,897.99,USD,apple_pay,pickup_point,
2457,Cancelled,536.99,GBP,klarna,dhl,
2458,Shipped,1409.99,EUR,klarna,ups,
2459,Pending,263.99,EUR,bank_transfer,overnight,
2460,Cancelled,626.99,USD,apple_pay,ups,
2461,Processing,660.99,USD,paypal,ups,
2462,Processing,746.95,USD,google_pay,overnight,
2463,Shipped,199.95,USD,apple_pay,economy,
2464,Shipped,638.95,GBP,klarna,overnight,
2465,Returned,879.95,GBP,klarna,fedex,
2466,Returned,821.99,GBP,debit_card,pickup_point,
2467,Shipped,1107.99,EUR,bank_transfer,fedex,
2468,Cancelled,309.95,EUR,bank_transfer,overnight,
2469,Shipped,1027.95,USD,apple_pay,overnight,
2470,Shipped,185.95,USD,klarna,overnight,
2471,Shipped,841.95,EUR,bank_transfer,ups,
2472,Refunded,1074.99,EUR,bank_transfer,economy,
2473,Shipped,222.99,USD,paypal,ups,
2474,Refunded,1088.99,EUR,paypal,express,
2475,Returned,1327.95,USD,paypal,economy,
2476,Refunded,389.95,GBP,bank_transfer,pickup_point,
2477,Cancelled,709.99,EUR,google_pay,standard,
2478,Refunded,842.95,EUR,apple_pay,dhl,
2479,Pending,363.95,USD,paypal,overnight,
2480,Delivered,147.99,EUR,paypal,fedex,
2481,Processing,1128.99,GBP,credit_card,fedex,
2482,Processing,441.95,EUR,debit_card,dhl,
2483,Delivered,1055.95,USD,apple_pay,fedex,
2484,Shipped,469.99,USD,klarna,express,
2485,Pending,1353.95,EUR,paypal,economy,
2486,Pending,705.95,USD,klarna,fedex,
2487,Cancelled,316.95,EUR,google_pay,standard,
2488,Pending,331.99,GBP,klarna,dhl,
2489,Shipped,1327.99,EUR,bank_transfer,express,
2490,Processing,361.99,USD,klarna,express,
2491,Returned,367.99,EUR,google_pay,overnight,
2492,Processing,478.95,EUR,google_pay,ups,
2493,Delivered,1273.95,GBP,klarna,pickup_point,
2494,Returned,135.95,USD,credit_card,overnight,
2495,Refunded,1025.99,EUR,google_pay,economy,
2496,Delivered,982.99,GBP,apple_pay,overnight,
2497,Cancelled,1487.95,GBP,credit_card,standard,
2498,Refunded,1390.95,EUR,bank_transfer,ups,
2499,Refunded,550.95,GBP,klarna,overnight,
2500,Delivered,201.99,EUR,debit_card,standard,
2501,Shipped,1307.99,USD,paypal,dhl,
2502,Delivered,1349.99,USD,credit_card,fedex,
2503,Returned,692.99,EUR,debit_card,standard,
2504,Cancelled,277.95,EUR,paypal,overnight,
2505,Refunded,406.99,USD,bank_transfer,express,
2506,Pending,728.95,EUR,credit_card,dhl,
2507,Cancelled,732.95,USD,apple_pay,dhl,
2508,Pending,101.95,USD,paypal,express,
2509,Processing,149.99,EUR,google_pay,fedex,
2510,Processing,190.99,EUR,paypal,pickup_point,Gift wrapping requested
2511,Delivered,774.99,GBP,klarna,overnight,
2512,Shipped,942.95,USD,debit_card,ups,
2513,Shipped,1040.95,EUR,google_pay,economy,
2514,Pending,904.95,GBP,google_pay,economy,
2515,Shipped,1192.99,EUR,bank_transfer,overnight,
2516,Delivered,711.99,EUR,paypal,economy,
2517,Cancelled,144.99,USD,bank_transfer,pickup_point,
2518,Returned,532.95,USD,paypal,pickup_point,
2519,Shipped,983.95,USD,bank_transfer,fedex,
2520,Cancelled,1493.95,EUR,paypal,express,
2521,Pending,918.95,EUR,klarna,pickup_point,
2522,Processing,478.99,EUR,apple_pay,express,
2523,Pending,430.95,USD,credit_card,pickup_point,
2524,Refunded,300.99,GBP,paypal,economy,
2525,Cancelled,234.95,USD,klarna,overnight,
2526,Pending,691.95,EUR,bank_transfer,ups,
2527,Refunded,103.95,GBP,klarna,standard,
2528,Pending,1351.95,GBP,debit_card,express,
2529,Shipped,828.95,USD,debit_card,overnight,
2530,Delivered,802.99,EUR,paypal,economy,
2531,Cancelled,1455.99,GBP,credit_card,pickup_point,
2532,Shipped,692.95,EUR,google_pay,dhl,
2533,Processing,414.99,GBP,klarna,ups,
2534,Cancelled,649.95,EUR,debit_card,economy,
2535,Pending,241.99,USD,google_pay,overnight,
2536,Shipped,288.99,GBP,debit_card,overnight,
2537,Cancelled,1083.99,GBP,bank_transfer,fedex,
2538,Processing,589.99,GBP,debit_card,standard,
2539,Refunded,1301.99,EUR,klarna,pickup_point,
2540,Cancelled,1477.95,EUR,paypal,ups,
2541,Pending,278.99,USD,apple_pay,economy,
2542,Delivered,250.99,USD,google_pay,express,
2543,Processing,534.95,EUR,debit_card,ups,
2544,Delivered,517.95,GBP,credit_card,overnight,
2545,Cancelled,285.95,EUR,bank_transfer,economy,
2546,Delivered,1270.95,GBP,paypal,ups,
2547,Shipped,215.99,USD,paypal,fedex,
2548,Refunded,1494.99,EUR,apple_pay,fedex,
2549,Processing,893.99,USD,klarna,fedex,
2550,Cancelled,569.99,USD,klarna,standard,
2551,Pending,1025.99,EUR,credit_card,economy,
2552,Pending,916.99,USD,debit_card,pickup_point,
2553,Returned,128.99,USD,credit_card,pickup_point,
2554,Returned,73.99,GBP,apple_pay,fedex,
2555,Refunded,33.99,GBP,klarna,pickup_point,
2556,Shipped,172.99,EUR,apple_pay,standard,
2557,Pending,857.95,GBP,google_pay,fedex,
2558,Shipped,1428.99,USD,debit_card,fedex,Gift wrapping requested
2559,Delivered,245.95,EUR,apple_pay,ups,
2560,Delivered,1338.95,GBP,klarna,pickup_point,
2561,Returned,1068.95,GBP,klarna,dhl,
2562,Delivered,877.99,GBP,google_pay,dhl,
2563,Delivered,527.95,EUR,bank_transfer,fedex,
2564,Pending,251.95,USD,bank_transfer,express,
2565,Cancelled,577.99,GBP,google_pay,ups,
2566,Delivered,1172.99,EUR,google_pay,express,
2567,Processing,714.95,EUR,credit_card,express,
2568,Returned,755.95,USD,credit_card,standard,
2569,Refunded,611.99,USD,paypal,ups,
2570,Refunded,114.99,EUR,bank_transfer,overnight,
2571,Refunded,668.95,GBP,bank_transfer,standard,
2572,Pending,1070.99,USD,apple_pay,standard,
2573,Returned,885.99,USD,google_pay,express,
2574,Refunded,1215.95,EUR,debit_card,overnight,
2575,Pending,441.99,GBP,debit_card,ups,
2576,Returned,475.99,EUR,bank_transfer,economy,
2577,Returned,516.99,GBP,google_pay,overnight,
2578,Returned,80.95,EUR,credit_card,fedex,
2579,Returned,613.95,USD,google_pay,ups,
2580,Cancelled,786.99,USD,klarna,ups,
2581,Refunded,1196.99,GBP,bank_transfer,dhl,
2582,Delivered,148.95,GBP,credit_card,dhl,
2583,Refunded,1082.95,EUR,paypal,overnight,
2584,Delivered,289.95,EUR,paypal,ups,
2585,Refunded,1368.95,USD,apple_pay,economy,
2586,Processing,1059.95,GBP,debit_card,dhl,
2587,Delivered,501.95,GBP,paypal,overnight,
2588,Delivered,1305.95,GBP,klarna,pickup_point,
2589,Refunded,864.99,EUR,klarna,dhl,
2590,Refunded,1111.99,GBP,apple_pay,overnight,
2591,Cancelled,1414.95,EUR,paypal,standard,
2592,Pending,1218.95,GBP,paypal,ups,
2593,Refunded,869.99,EUR,bank_transfer,economy,
2594,Cancelled,366.99,EUR,google_pay,economy,
2595,Cancelled,1377.95,GBP,bank_transfer,dhl,
2596,Refunded,867.95,GBP,credit_card,dhl,
2597,Shipped,607.99,GBP,google_pay,pickup_point,
2598,Returned,1022.95,EUR,klarna,express,
2599,Pending,1086.95,GBP,apple_pay,fedex,
2600,Shipped,620.95,EUR,paypal,dhl,
2601,Shipped,1014.95,GBP,google_pay,overnight,Combine with other items if available
2602,Delivered,890.99,GBP,klarna,fedex,
2603,Refunded,658.99,EUR,bank_transfer,economy,
2604,Pending,1493.95,GBP,credit_card,overnight,
2605,Shipped,1304.95,GBP,apple_pay,economy,Fragile - handle with care
2606,Cancelled,938.95,GBP,paypal,overnight,
2607,Cancelled,1317.95,EUR,paypal,fedex,
2608,Pending,965.99,EUR,klarna,dhl,
2609,Shipped,203.99,USD,bank_transfer,economy,
2610,Delivered,375.99,GBP,apple_pay,pickup_point,
2611,Refunded,722.99,EUR,paypal,ups,
2612,Processing,1054.95,GBP,apple_pay,economy,
2613,Refunded,1229.95,EUR,bank_transfer,economy,
2614,Processing,940.95,EUR,debit_card,ups,
2615,Processing,1365.99,GBP,bank_transfer,express,
2616,Cancelled,1188.95,GBP,paypal,ups,
2617,Pending,659.95,GBP,apple_pay,economy,
2618,Refunded,1045.95,USD,debit_card,dhl,
2619,Returned,1234.99,USD,bank_transfer,express,
2620,Delivered,224.95,USD,klarna,standard,Residential address
2621,Delivered,924.99,USD,bank_transfer,standard,
2622,Delivered,550.95,GBP,debit_card,ups,
2623,Cancelled,221.95,EUR,debit_card,fedex,
2624,Pending,1348.95,EUR,google_pay,pickup_point,
2625,Returned,1224.95,GBP,debit_card,fedex,
2626,Processing,850.95,GBP,credit_card,standard,
2627,Returned,853.99,EUR,paypal,pickup_point,
2628,Processing,1260.95,EUR,debit_card,fedex,
2629,Pending,579.99,GBP,klarna,pickup_point,
2630,Refunded,74.95,USD,credit_card,overnight,
2631,Delivered,1065.99,GBP,google_pay,ups,
2632,Processing,223.99,GBP,klarna,economy,
2633,Shipped,906.95,GBP,google_pay,economy,
2634,Shipped,1183.95,EUR,credit_card,express,Residential address
2635,Returned,492.99,EUR,debit_card,dhl,
2636,Pending,1255.99,GBP,debit_card,standard,
2637,Returned,1174.99,EUR,klarna,pickup_point,
2638,Pending,1046.95,EUR,paypal,standard,
2639,Processing,101.95,GBP,debit_card,economy,
2640,Returned,1497.95,USD,debit_card,express,
2641,Refunded,788.95,USD,klarna,fedex,
2642,Refunded,398.99,GBP,google_pay,dhl,
2643,Pending,537.95,EUR,paypal,overnight,Gift wrapping requested
2644,Delivered,36.95,EUR,credit_card,pickup_point,
2645,Cancelled,1270.99,GBP,apple_pay,overnight,
2646,Delivered,51.99,GBP,apple_pay,ups,
2647,Shipped,348.99,EUR,google_pay,express,
2648,Cancelled,686.95,GBP,google_pay,express,
2649,Processing,310.99,GBP,bank_transfer,express,
2650,Delivered,383.95,GBP,credit_card,express,
2651,Returned,391.99,GBP,debit_card,dhl,
2652,Cancelled,467.95,GBP,debit_card,standard,
2653,Processing,1372.95,USD,debit_card,ups,
2654,Processing,675.99,EUR,debit_card,overnight,
2655,Refunded,686.95,EUR,apple_pay,express,
2656,Refunded,526.95,EUR,debit_card,pickup_point,
2657,Refunded,389.95,EUR,credit_card,overnight,
2658,Processing,1342.95,GBP,paypal,express,
2659,Shipped,255.95,GBP,google_pay,standard,
2660,Delivered,388.99,GBP,apple_pay,economy,
2661,Cancelled,154.95,GBP,bank_transfer,economy,
2662,Refunded,674.95,GBP,bank_transfer,express,
2663,Pending,225.99,GBP,bank_transfer,express,
2664,Cancelled,540.99,EUR,google_pay,express,
2665,Cancelled,1149.95,USD,credit_card,economy,
2666,Shipped,87.99,USD,klarna,dhl,
2667,Delivered,1301.99,EUR,paypal,pickup_point,
2668,Refunded,238.95,EUR,bank_transfer,express,
2669,Refunded,202.95,USD,paypal,fedex,
2670,Cancelled,307.95,USD,bank_transfer,pickup_point,
2671,Cancelled,967.99,USD,apple_pay,fedex,
2672,Processing,206.99,USD,apple_pay,overnight,
2673,Processing,1348.95,USD,klarna,fedex,
2674,Shipped,231.99,USD,credit_card,pickup_point,
2675,Returned,103.99,USD,klarna,overnight,
2676,Pending,487.99,EUR,google_pay,overnight,
2677,Returned,1365.95,EUR,apple_pay,dhl,
2678,Processing,195.95,USD,credit_card,pickup_point,
2679,Pending,216.99,USD,debit_card,dhl,Combine with other items if available
2680,Processing,375.99,EUR,google_pay,dhl,
2681,Delivered,1363.99,EUR,klarna,pickup_point,
2682,Shipped,762.95,EUR,bank_transfer,ups,
2683,Refunded,198.99,GBP,klarna,ups,
2684,Shipped,1430.95,USD,apple_pay,express,
2685,Returned,1481.99,GBP,paypal,ups,
2686,Refunded,870.95,EUR,credit_card,dhl,
2687,Refunded,462.99,EUR,debit_card,dhl,
2688,Processing,812.95,USD,bank_transfer,express,
2689,Delivered,866.99,USD,paypal,ups,
2690,Cancelled,1186.99,GBP,bank_transfer,overnight,
2691,Processing,1141.99,GBP,apple_pay,overnight,
2692,Refunded,752.99,EUR,debit_card,overnight,
2693,Refunded,1197.99,USD,bank_transfer,overnight,
2694,Refunded,901.99,GBP,bank_transfer,fedex,
2695,Shipped,209.99,USD,apple_pay,standard,
2696,Cancelled,1004.99,GBP,debit_card,fedex,
2697,Cancelled,489.95,GBP,debit_card,fedex,
2698,Delivered,25.99,GBP,credit_card,ups,
2699,Processing,409.99,USD,google_pay,express,
2700,Processing,156.99,USD,bank_transfer,ups,
2701,Shipped,1320.95,GBP,debit_card,express,
2702,Pending,11.95,USD,debit_card,dhl,
2703,Shipped,50.99,USD,klarna,standard,
2704,Processing,55.95,EUR,debit_card,dhl,Gift wrapping requested
2705,Processing,1024.99,USD,paypal,fedex,
2706,Returned,1425.99,USD,paypal,pickup_point,
2707,Pending,867.95,EUR,credit_card,economy,
2708,Returned,1257.95,USD,google_pay,ups,
2709,Returned,992.99,USD,klarna,express,
2710,Pending,1019.95,EUR,credit_card,economy,
2711,Returned,1413.95,USD,debit_card,fedex,Deliver to back entrance
2712,Cancelled,831.95,USD,google_pay,overnight,
2713,Delivered,1431.99,GBP,credit_card,overnight,
2714,Shipped,1197.95,GBP,credit_card,express,
2715,Shipped,74.95,USD,credit_card,dhl,
2716,Pending,398.95,EUR,google_pay,fedex,
2717,Cancelled,395.95,GBP,credit_card,overnight,
2718,Pending,612.99,EUR,credit_card,pickup_point,
2719,Refunded,31.95,GBP,google_pay,economy,
2720,Pending,447.99,EUR,paypal,pickup_point,
2721,Shipped,217.99,EUR,bank_transfer,ups,
2722,Refunded,361.99,EUR,bank_transfer,overnight,
2723,Refunded,558.99,EUR,debit_card,overnight,
2724,Processing,1023.95,USD,paypal,ups,
2725,Shipped,971.99,USD,google_pay,fedex,
2726,Shipped,119.99,GBP,credit_card,overnight,
2727,Cancelled,1161.99,USD,paypal,pickup_point,
2728,Shipped,804.95,GBP,google_pay,standard,
2729,Processing,1396.99,USD,klarna,fedex,
2730,Refunded,128.95,EUR,credit_card,fedex,
2731,Delivered,1147.95,GBP,paypal,standard,
2732,Refunded,1374.95,GBP,paypal,standard,
